0 0.699155
276338 0.305723
68390123 0.305723
297293420 0.305723
799680500 0.305723
752576 0.0001
995912396 0.0001
1447853609 0.0001
1699316550 0.0001
1368132 0.0001
177880393 0.0001
1426351975 0.0001
1843239944 0.0001
1658959 0.0001
108440150 0.0001
755073047 0.0001
1750846921 0.0001
1934449 0.32194
374490405 0.32194
990782380 0.32194
1713813852 0.32194
2636830 0.0001
209355283 0.0001
744634187 0.0001
1800917730 0.0001
3174524 0.0001
1686608414 0.0001
1734574541 0.0001
1924594186 0.0001
3539304 0.0001
140832011 0.0001
1175816477 0.0001
1313301886 0.0001
4418396 0.19218
240138823 0.19218
1489917703 0.19218
1826147357 0.19218
4565756 0.0001
145788790 0.0001
955686947 0.0001
1228142703 0.0001
4657110 12.9373
2037871120 12.9373
5668370 0.0001
1233642856 0.0001
1369861472 0.0001
1632078812 0.0001
6243252 0.0001
208887033 0.0001
294283805 0.0001
665042769 0.0001
6475835 0.0001
785204374 0.0001
801947837 0.0001
996580881 0.0001
6594863 0.0001
132751397 0.0001
435457298 0.0001
1428084668 0.0001
8962397 0.0001
13618827 0.0001
808331319 0.0001
1230592551 0.0001
9288186 0.0001
790866300 0.0001
1202697636 0.0001
1376022307 0.0001
9473343 0.0941574
217816484 0.0941574
395155302 0.0941574
1490235450 0.0941574
9578517 34.8835
689229148 34.8835
1167026717 34.8835
1443644757 34.8835
9620313 0.271596
879177595 0.271596
1123395475 0.271596
2119348178 0.271596
9850015 0.953931
486945484 0.953931
1134820184 0.953931
1580434699 0.953931
9894955 0.0001
635402519 0.0001
1834975335 0.0001
2051089209 0.0001
11423376 0.0001
383881156 0.0001
971763628 0.0001
1690531164 0.0001
12056568 0.0001
1795498333 0.0001
13653263 0.0001
1242645353 0.0001
1722801907 0.0001
1868267346 0.0001
14542084 0.0001
645120748 0.0001
1672996941 0.0001
2001660359 0.0001
15030207 0.0001
581690374 0.0001
887366994 0.0001
1573768527 0.0001
15544231 0.0001
1146460522 0.0001
1435982132 0.0001
1514714205 0.0001
15883524 0.0001
574019890 0.0001
943806427 0.0001
1672850987 0.0001
16876587 0.957571
990137898 0.957571
17450292 0.0001
516701574 0.0001
18117161 0.0001
178423193 0.0001
961566526 0.0001
1132736811 0.0001
19183754 0.626574
341183140 0.626574
1684422668 0.626574
2034638401 0.626574
20528379 0.560992
37812560 0.560992
794306824 0.560992
1863605092 0.560992
21420037 7.17095
188887687 7.17095
1920094017 7.17095
2021041603 7.17095
22178745 0.0001
762483036 0.0001
799973426 0.0001
836336821 0.0001
22417203 0.0001
973151807 0.0001
1515575563 0.0001
1766859876 0.0001
22883680 0.0001
316539432 0.0001
351729639 0.0001
1030754990 0.0001
23030534 40.9362
99393649 40.9362
878681536 40.9362
1099876114 40.9362
23177385 0.0001
1088610224 0.0001
1432830550 0.0001
1842628745 0.0001
23778153 0.0001
53165183 0.0001
144559055 0.0001
2076095868 0.0001
24622164 0.0001
525547509 0.0001
1868791133 0.0001
2031424159 0.0001
25059541 0.0001
622567332 0.0001
744927373 0.0001
1261893691 0.0001
25267674 0.55832
1425800009 0.55832
1710011926 0.55832
2079431457 0.55832
25324878 0.121842
341251721 0.121842
397610330 0.121842
1929701176 0.121842
25490813 0.0001
208668338 0.0001
847317010 0.0001
925308862 0.0001
26843179 0.0001
231417382 0.0001
528790812 0.0001
1488015541 0.0001
26950913 0.0001
298166028 0.0001
1577412399 0.0001
2081217344 0.0001
27197464 0.0001
367801885 0.0001
1577146934 0.0001
2015709777 0.0001
28206626 0.311407
473831537 0.311407
1834781140 0.311407
1892480903 0.311407
28938197 0.722843
472510854 0.722843
29001318 0.0001
487680911 0.0001
1228570390 0.0001
1741075613 0.0001
29161330 0.951293
1323454510 0.951293
1740864654 0.951293
1806199829 0.951293
30253151 11.9075
58417281 11.9075
831229706 11.9075
1242378770 11.9075
30417966 3.83352
355018148 3.83352
1470969430 3.83352
1896026558 3.83352
30459746 0.094051
642085680 0.094051
31107812 5.0126
492616043 5.0126
823571006 5.0126
1727527445 5.0126
33025629 0.0001
143311220 0.0001
753876485 0.0001
1722263275 0.0001
33036336 0.0001
961221359 0.0001
1023075508 0.0001
2105119661 0.0001
33527365 0.870044
134952932 0.870044
615885438 0.870044
1853144088 0.870044
33634086 0.0220631
277060677 0.0220631
34186777 0.0001
822893430 0.0001
1150946930 0.0001
2144149374 0.0001
34714600 0.0001
849392501 0.0001
1116797405 0.0001
2054362403 0.0001
35287799 0.0001
762120920 0.0001
1081941565 0.0001
1733855857 0.0001
35390435 0.0001
268376539 0.0001
984549692 0.0001
1316777666 0.0001
35435351 0.148879
341012995 0.148879
730709993 0.148879
1990534425 0.148879
35748171 0.367105
160927483 0.367105
531033839 0.367105
1702004986 0.367105
36467615 0.0001
689958671 0.0001
1209660214 0.0001
1803060165 0.0001
37193466 0.0001
614048018 0.0001
1713222368 0.0001
1927590762 0.0001
37903482 29.0161
517187074 29.0161
1213057858 29.0161
1859779387 29.0161
38593986 0.0001
850199422 0.0001
1062082886 0.0001
1990165052 0.0001
39521333 0.0001
1138260780 0.0001
1312514324 0.0001
1988651979 0.0001
40357999 0.0001
804687551 0.0001
40525924 0.0001
313074705 0.0001
588913056 0.0001
1119603824 0.0001
41355097 0.0001
886367642 0.0001
1074817939 0.0001
2128700723 0.0001
42224667 0.0001
606759923 0.0001
1694007008 0.0001
1879146346 0.0001
43104793 0.00123445
361537600 0.00123445
477626849 0.00123445
1213246591 0.00123445
43502349 0.0001
895280466 0.0001
1791147900 0.0001
1868478273 0.0001
44022142 0.0001
737813263 0.0001
1219115479 0.0001
1771917253 0.0001
45330962 0.946889
1264724328 0.946889
1360373633 0.946889
1643397437 0.946889
45780916 0.0001
213947928 0.0001
288989436 0.0001
625374033 0.0001
45940384 0.0001
635728555 0.0001
866890751 0.0001
1603560528 0.0001
46832935 0.0001
662741276 0.0001
788368949 0.0001
1216480713 0.0001
46994258 0.0750666
437017957 0.0750666
981342605 0.0750666
1536109180 0.0750666
47050782 32.338
214518002 32.338
780663627 32.338
1810110467 32.338
47215727 27.2352
230859103 27.2352
935816030 27.2352
953532014 27.2352
47391823 0.0001
836163872 0.0001
1195659720 0.0001
2081636548 0.0001
47847913 0.35468
215916805 0.35468
445734993 0.35468
1609728793 0.35468
48771059 0.0001
1164858179 0.0001
1322820851 0.0001
2017216998 0.0001
48809684 0.0001
1131131341 0.0001
1289661716 0.0001
1953343435 0.0001
49176295 0.0001
